id,Attractions_id,title,language_code,description,video_url,audio_url
786fd898-a954-437c-b882-370a71056c68,ae16fe40-f952-4b0b-a1ec-b4c3b7d8e417,十八羅漢像,zh_TW,十八羅漢矗立在本館前的菩提廣場兩側，由星雲大師監製，造型依藝術家吳榮賜所作的十八羅漢樟木像，再以青斗石刻鑿而成。這十八尊羅漢包括大迦葉、舍利弗、須菩提、迦旃延、周利槃陀伽、賓頭盧、羅睺羅、阿那律、阿難陀、富樓那、迦留陀夷、目犍連、優波離、大愛道比丘尼、妙賢比丘尼、蓮華色比丘尼，及降龍羅漢和伏虎羅漢，與一般常見的十八羅漢組合略有不同。\n此十八羅漢以佛陀十大弟子為主，加入《佛說阿彌陀經》諸羅漢以及中國佛教常見的降龍羅漢和伏虎羅漢，其中最特別的是大愛道、蓮華色、和妙賢三位比丘尼尊者，此乃星雲大師有感於比丘尼對佛教亦諸多貢獻，將其納入十八羅漢之列，彰顯佛教眾生平等的教義，也賦予兩性平等的時代性。\n每尊羅漢線條簡潔流暢，刀法樸拙，造型、神情、衣著、年齡及姿態，無一雷同；比如周利槃陀伽是位掃地開悟的羅漢，手握掃帚，衣紋隨著掃地動作而波動。三位比丘尼尊者，面相柔和又堅毅。每尊羅漢皆依其本身的修行歷程與性格，呈顯體相，展現出證悟尊者之道行與風範。,,
e74a792d-6f11-4eb9-8434-2922fb27a5db,cd50ddb2-938e-4364-98f2-150a643c5035,雙閣樓,zh_TW,本館北側有一處可讓身心靈休憩的空間名為「雙閣樓人文空間」，雙閣樓外觀彷彿日本的金閣寺。在「清風吹拂老樹，池畔長滿荷花」的生態池襯托下，閃閃金光顯得特別奪目。雙閣樓外，圍繞著榕樹林及生態池，這是校外教學，體驗自然生態，蘊涵生命教育的最佳場所。有人說煦煦陽光映照在雙閣樓是最美的景色；也有人說，夜晚金碧輝煌的雙閣樓是最莊嚴的時刻。\n雙閣樓二樓人文空間傳揚著中華茶道文化，有專人指導如何泡茶。喝茶可以提神醒腦，在佛門中因喝茶能集中思維、止靜斂心，因此茶禪文化自成一格，有道禪師不僅飲茶，且常在品飲之間說禪語、鬥機鋒，體悟「禪道」，例如有名的「趙州吃茶」公案即是。\n趙州禪師，凡有學僧去參訪他，他都是一句話，叫你「吃茶去」、「洗碗去」，或是「掃地去」。如果你問：「禪師！如何是道？」他說：「你去吃茶。」如果你再問：「如何開悟？」他也是叫你「吃茶去」。什麼是道？什麼是悟？一律「吃茶去」。意思是要你不要離開生活，在生活裡悟道。「茶禪一味」即是希望人們在靜坐、泡茶、奉茶品茗間與佛印心。\n雙閣樓也不定期的規畫講座，邀請文化與藝術專家在此注入更多的人文氣息。另還有「小小茶師培訓」課程，及有機會與駐館藝術家暢談他們的創作經歷。\n三樓設有佛館駐館藝術家工作室，以文化、藝術淨化人心，讓大眾共享藝文深度，傾聽、善美與感動。,,
d46e07b2-4197-4a92-95a2-d165122c9b67,877633c0-191b-4752-95e7-673fb876592e,雙閣樓 滴水坊,zh_TW,池畔上朵朵的荷花，襯托著金黃色雙閣樓的雅致，雙閣樓一樓為滴水坊，從紅燒麵、炒麵、香椿抓餅到蘿蔔糕，以及自製的愛玉和各式小菜，經濟又實惠，很受遊客喜愛。\n\n服務電話 07-656-3033分機4335\n供餐時間\n平日：11：00-17：00 (點餐至16:30)\n假日：11：00-17：00 (點餐至16:30),,
d9869565-0552-4c13-af0f-8edc25ef4542,b2273943-5ac9-4706-8796-af801c0d6610,樟樹林 滴水坊,zh_TW,沿著祇園小徑，隱約聞到樟樹釋放出的清香，遠遠即見一彎半月形的「樟樹林滴水坊」。進門剛坐下，還未點餐，服務人員立刻端上一碗臘八粥，溫馨滿懷。原來，滴水坊有「以粥代茶」的特有文化，以紅蘿蔔、青江菜、米豆、油條等食材熬煮的平安粥，看似簡單卻又不凡，代表著星雲大師的感恩心及回饋心，一碗平安粥如暖流般，注入人們的心和胃。\n這裡主推一飯一麵，品嚐佛光麵的湯頭，一股豆香味在唇齒間慢慢散開，這是一道大師親自傳授、指導的創意料理，以豆漿熬出香濃的湯汁，令人難以忘卻舌尖綿綿的滋味。\n樟樹林滴水坊有一特別之處，大師秉持素食結緣的初衷，餐點不定定價，讓遊客隨喜投功功德箱。\n服務電話 07-656-3033分機4062\n供餐時間\n平日 11：00-15：00\n假日 11：00-15：00,,
7bb133c5-505e-46c7-b965-c11f95619c52,6a465837-a8c3-4807-8383-26b235affc7e,禮敬大廳,zh_TW,「禮敬」，具有「禮敬諸佛」之意，是進入佛館的第一棟建築物；佔地1400坪，地上三層，地下一層，宛若城堡聳立。星雲大師為了大眾的需求，細心規劃設計，在這裡，可以獲得貼心的接待與服務。\n\n禮敬大廳以接納公益性的服務，因應需求，安定初次造訪的賓客。廳內各類諮詢、路線指引、輪椅借用等，讓人安心。用餐、喝水、洗手都方便，也能迅速找到場所，處處貼心，乃至等人暫留，也有紀念品區可以逛。\n\n進入禮敬大廳之前，在門口左右，各有一隻高達5公尺，長達6公尺的獅子及大象，帶著幼獅、象群歡迎來賓。獅象雕塑有別於傳統，禮敬大廳取代天王殿的方式，更是一項創新。此處彰顯了以人為本的深遠意涵，也表達了對佛陀的尊崇恭敬，因為佛陀紀念館就是佛陀的家。\n\n星雲大師說：「今後的時代、社會，必定是一個服務的時代與社會，當民眾進到禮敬大廳，享受各種接待服務的同時，透過整面大玻璃望去，大佛、寶塔映入眼簾，立刻給人一種心靈的震撼。」,,
30c8c9af-e5b6-4f3f-8912-19c7fb1d9229,a3b4182d-55c7-42dc-bd4b-41d33111dc6d,禮敬大廳 滴水坊,zh_TW,禮敬大廳是進入佛陀紀念館第一座建築物，為提供信眾方便用餐，在廳內一樓亦設有滴水坊。溫馨典雅的室內設計，以俐落簡潔的線條搭配淡雅的色系，呈現寬敞潔淨的用餐環境；提供中式料理，是參觀佛陀紀念館之餘，最適合休憩、聊天、品嚐素食的好地方。餐點主打星雲大師最推崇的簡食代表－「皇帝豆麵」、「翡翠菜飯」，還有精緻美味的小菜，如花生豆腐、泡菜黃豆芽、毛豆等，選用新鮮的食材及用心的料理，在您品嘗美味餐點的同時，亦把平安、吉祥帶回家。\n服務電話 07-656-3033分機4018\n供餐時間\n平日：11:00-14:30、15:30-17:30\n假日：11:00-14:30、16:30-18:30,,
6e58a91c-b224-4c65-9da8-1b90c29203f7,ea7527b4-ab81-465b-b124-5e551cf79542,禮敬大廳二樓 百味軒自助餐,zh_TW,「百味軒自助餐廳」位在禮敬大廳二樓，採自助餐式服務，菜色豐富，經濟實惠。除了主食飯、麵和湯之外，尚有數道佳餚供您選擇，全是佛光山招牌素菜。廳內空間寬敞明亮，大武山的美景在這一覽無遺。若於假日，請提早前往用餐，以免向隅。\n供餐時間\n平日 11：00-13：00\n假日 10：30-14：00,,
53622fc4-662f-443f-b193-f9a09e2f59c7,34f68c91-adc9-4515-ab3d-58cd8c150320,禮敬大廳二樓 禪悅齋 合菜圓桌,zh_TW,「禪悅齋」，以當季新鮮食材烹調，兼顧健康、營養與美味的蔬食合菜。設有室內宴會廳，是家庭聚餐、工商聯誼或是喜慶宴客的最佳選擇。歡迎公司行號或社會團體預約。\n服務電話 07-656-3033分機4021 、4023\n供餐時間\n平日 11：00-13：00\n假日 10：30-14：00,,
4c860b4b-9853-4cf3-9056-b9c6b7ed5801,8033442d-1693-4541-87fe-af44f03efd19,千家寺院百萬人士功德芳名碑牆,zh_TW,在成佛大道兩側的風雨走廊內，黑色花崗岩上刻滿了千家寺院、百萬人士的功德芳名，他們是建館護持的功德主們。星雲大師說：「一佛出世，千佛護持，因為有你們，才有今天的佛陀紀念館。」館內的一樑一柱、一花一草，都是眾志成城，以功德芳名碑牆感念眾人的成就，讓善心善念永世流傳。\n本著「十方來，十方去，共成十方事；萬人施，萬人捨，同結萬人緣」的理念，全面實施免費入館。但為持續環境維護與館內各項支用，除設立「佛陀紀念館護持委員會」，也開放個人隨喜贊助。,,
9804a77d-8a6f-4227-9dd5-3d22b8eeb53e,ffe264d2-a4ac-46b7-9de7-50c53b9aa3d2,犀牛區,zh_TW,星雲大師說：「每一種動物都有其特性和存在的價值。」會動會叫的動物雖然是雕塑，但活靈活現，讓人懂得天地之間萬物共生共榮，保護動物及生態保育的信念，都是生命教育的一環。\n佛陀紀念館提供許多戶外空間，榕樹林下設有可互動式的動物家族裝置，會叫、會動的吉祥動物們隱身在此，歡迎大小朋友一起來發現驚喜！,,
